                              **.subckt vco_adc_tb
                              Transient Analysis  Fri Jun  2 09:35:13  2023
--------------------------------------------------------------------------------
Index   time            clk             ro_0            ro_1            
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	2.706034e-09	2.706034e-09	
1	1.000000e-14	1.800000e-02	5.133908e-05	4.762925e-05	
2	2.000000e-14	3.600000e-02	6.598790e-05	6.186065e-05	
3	4.000000e-14	7.200000e-02	9.125323e-05	8.628650e-05	
4	8.000000e-14	1.440000e-01	1.437838e-04	1.364418e-04	
5	1.600000e-13	2.880000e-01	2.375520e-04	2.265371e-04	
6	3.200000e-13	5.760000e-01	3.911461e-04	3.751332e-04	
7	6.400000e-13	1.152000e+00	5.653500e-04	5.480816e-04	
8	1.000000e-12	1.800000e+00	4.831058e-04	4.783735e-04	
9	1.064000e-12	1.800000e+00	3.850601e-04	3.860836e-04	
10	1.192000e-12	1.800000e+00	2.432464e-04	2.518684e-04	
11	1.448000e-12	1.800000e+00	1.770237e-05	3.698174e-05	
12	1.960000e-12	1.800000e+00	-2.55620e-04	-2.38308e-04	
13	2.984000e-12	1.800000e+00	-3.44184e-04	-3.29181e-04	
14	5.032000e-12	1.800000e+00	-1.30968e-04	-1.39419e-04	
15	9.128000e-12	1.800000e+00	5.503035e-05	4.150708e-05	
16	1.732000e-11	1.800000e+00	4.389390e-05	4.886415e-05	
17	3.370400e-11	1.800000e+00	1.252299e-06	4.284810e-06	
18	6.647200e-11	1.800000e+00	-9.90950e-06	-1.04567e-05	
19	1.000000e-10	1.800000e+00	-3.75351e-05	-4.10058e-05	
20	1.050521e-10	1.800000e+00	-1.14266e-05	-4.72906e-06	
21	1.151563e-10	1.800000e+00	-3.47482e-05	-2.07445e-05	
22	1.353647e-10	1.800000e+00	-1.20256e-04	-7.83277e-05	
23	1.757815e-10	1.800000e+00	1.910295e-03	1.472266e-03	
24	2.250443e-10	1.800000e+00	-1.29978e-01	-6.70392e-02	
25	2.789257e-10	1.800000e+00	1.557253e+00	1.370415e+00	
26	3.470500e-10	1.800000e+00	1.915794e+00	1.896244e+00	
27	4.504384e-10	1.800000e+00	1.703809e+00	1.729820e+00	
28	5.638742e-10	1.800000e+00	1.883930e+00	1.850329e+00	
29	7.768549e-10	1.800000e+00	1.722541e+00	1.754225e+00	
30	1.091818e-09	1.800000e+00	1.876152e+00	1.841792e+00	
31	1.566137e-09	1.800000e+00	1.727393e+00	1.759376e+00	
32	2.351569e-09	1.800000e+00	1.873305e+00	1.839064e+00	
33	3.124000e-09	1.800000e+00	1.729480e+00	1.761404e+00	
34	3.124100e-09	1.620000e+00	1.732164e+00	1.762518e+00	
35	3.124300e-09	1.260000e+00	1.737312e+00	1.764600e+00	
36	3.124700e-09	5.400000e-01	1.746253e+00	1.768181e+00	
37	3.125000e-09	0.000000e+00	1.752034e+00	1.770600e+00	
38	3.125080e-09	0.000000e+00	1.753509e+00	1.771273e+00	
39	3.125240e-09	0.000000e+00	1.756309e+00	1.772536e+00	
40	3.125560e-09	0.000000e+00	1.761306e+00	1.774838e+00	
41	3.126200e-09	0.000000e+00	1.769296e+00	1.778599e+00	
42	3.127480e-09	0.000000e+00	1.779730e+00	1.783738e+00	
43	3.130040e-09	0.000000e+00	1.789064e+00	1.789023e+00	
44	3.135160e-09	0.000000e+00	1.793406e+00	1.792853e+00	
45	3.145400e-09	0.000000e+00	1.795561e+00	1.795781e+00	
46	3.165880e-09	0.000000e+00	1.798810e+00	1.798762e+00	
47	3.206840e-09	0.000000e+00	1.799956e+00	1.800025e+00	
48	3.262883e-09	0.000000e+00	1.800069e+00	1.799973e+00	
49	3.324886e-09	0.000000e+00	1.799917e+00	1.800014e+00	
50	3.430477e-09	0.000000e+00	1.800094e+00	1.800004e+00	
51	3.562456e-09	0.000000e+00	1.799902e+00	1.799987e+00	
52	3.742780e-09	0.000000e+00	1.800098e+00	1.800017e+00	
53	4.103427e-09	0.000000e+00	1.799902e+00	1.799982e+00	
54	4.630184e-09	0.000000e+00	1.800097e+00	1.800019e+00	
55	5.622287e-09	0.000000e+00	1.799904e+00	1.799981e+00	
56	6.250000e-09	0.000000e+00	1.800095e+00	1.800019e+00	
